class_name,phash_group_id,split,group_size
acne_vulgaris,acne_vulgaris__phash_000804,train,1
acne_vulgaris,acne_vulgaris__phash_000920,train,1
acne_vulgaris,acne_vulgaris__phash_000561,val,1
acne_vulgaris,acne_vulgaris__phash_000504,test,1
acne_vulgaris,acne_vulgaris__phash_000413,train,1
acne_vulgaris,acne_vulgaris__phash_002224,train,1
acne_vulgaris,acne_vulgaris__phash_000749,train,1
acne_vulgaris,acne_vulgaris__phash_002258,train,1
acne_vulgaris,acne_vulgaris__phash_000714,train,1
acne_vulgaris,acne_vulgaris__phash_001157,val,1
acne_vulgaris,acne_vulgaris__phash_002368,test,1
acne_vulgaris,acne_vulgaris__phash_001701,train,1
acne_vulgaris,acne_vulgaris__phash_000100,train,1
acne_vulgaris,acne_vulgaris__phash_000693,train,1
acne_vulgaris,acne_vulgaris__phash_001118,train,1
acne_vulgaris,acne_vulgaris__phash_000467,val,1
acne_vulgaris,acne_vulgaris__phash_001693,test,1
acne_vulgaris,acne_vulgaris__phash_000984,train,1
acne_vulgaris,acne_vulgaris__phash_000005,train,1
acne_vulgaris,acne_vulgaris__phash_001747,train,1
acne_vulgaris,acne_vulgaris__phash_000194,train,1
acne_vulgaris,acne_vulgaris__phash_001674,train,1
acne_vulgaris,acne_vulgaris__phash_000803,val,1
acne_vulgaris,acne_vulgaris__phash_001767,test,1
acne_vulgaris,acne_vulgaris__phash_002263,train,1
acne_vulgaris,acne_vulgaris__phash_000581,train,1
acne_vulgaris,acne_vulgaris__phash_001954,train,1
acne_vulgaris,acne_vulgaris__phash_002327,train,1
acne_vulgaris,acne_vulgaris__phash_002276,train,1
acne_vulgaris,acne_vulgaris__phash_001884,val,1
acne_vulgaris,acne_vulgaris__phash_000855,test,1
acne_vulgaris,acne_vulgaris__phash_002366,train,1
acne_vulgaris,acne_vulgaris__phash_001356,train,1
acne_vulgaris,acne_vulgaris__phash_002362,train,1
acne_vulgaris,acne_vulgaris__phash_000596,train,1
acne_vulgaris,acne_vulgaris__phash_002394,val,1
acne_vulgaris,acne_vulgaris__phash_000201,test,1
acne_vulgaris,acne_vulgaris__phash_000508,train,1
acne_vulgaris,acne_vulgaris__phash_000716,train,1
acne_vulgaris,acne_vulgaris__phash_002032,train,1
acne_vulgaris,acne_vulgaris__phash_001135,train,1
acne_vulgaris,acne_vulgaris__phash_000268,train,1
acne_vulgaris,acne_vulgaris__phash_001716,val,1
acne_vulgaris,acne_vulgaris__phash_001342,test,1
acne_vulgaris,acne_vulgaris__phash_001657,train,1
acne_vulgaris,acne_vulgaris__phash_001785,train,1
acne_vulgaris,acne_vulgaris__phash_001518,train,1
acne_vulgaris,acne_vulgaris__phash_002302,train,1
acne_vulgaris,acne_vulgaris__phash_002436,train,1
acne_vulgaris,acne_vulgaris__phash_000237,val,1
acne_vulgaris,acne_vulgaris__phash_001038,test,1
acne_vulgaris,acne_vulgaris__phash_001607,train,1
acne_vulgaris,acne_vulgaris__phash_001400,train,1
acne_vulgaris,acne_vulgaris__phash_000600,train,1
acne_vulgaris,acne_vulgaris__phash_001443,train,1
acne_vulgaris,acne_vulgaris__phash_001399,val,1
acne_vulgaris,acne_vulgaris__phash_002251,test,1
acne_vulgaris,acne_vulgaris__phash_001238,train,1
acne_vulgaris,acne_vulgaris__phash_001300,train,1
acne_vulgaris,acne_vulgaris__phash_002079,train,1
acne_vulgaris,acne_vulgaris__phash_000719,train,1
acne_vulgaris,acne_vulgaris__phash_001218,train,1
acne_vulgaris,acne_vulgaris__phash_001655,val,1
acne_vulgaris,acne_vulgaris__phash_000997,test,1
acne_vulgaris,acne_vulgaris__phash_002298,train,1
acne_vulgaris,acne_vulgaris__phash_001314,train,1
acne_vulgaris,acne_vulgaris__phash_001861,train,1
acne_vulgaris,acne_vulgaris__phash_002159,train,1
acne_vulgaris,acne_vulgaris__phash_000929,train,1
acne_vulgaris,acne_vulgaris__phash_001489,val,1
acne_vulgaris,acne_vulgaris__phash_000758,test,1
acne_vulgaris,acne_vulgaris__phash_002104,train,1
acne_vulgaris,acne_vulgaris__phash_000092,train,1
acne_vulgaris,acne_vulgaris__phash_001375,train,1
acne_vulgaris,acne_vulgaris__phash_000010,train,1
acne_vulgaris,acne_vulgaris__phash_000497,val,1
acne_vulgaris,acne_vulgaris__phash_000011,test,1
acne_vulgaris,acne_vulgaris__phash_000273,train,1
acne_vulgaris,acne_vulgaris__phash_001265,train,1
acne_vulgaris,acne_vulgaris__phash_002189,train,1
acne_vulgaris,acne_vulgaris__phash_000890,train,1
acne_vulgaris,acne_vulgaris__phash_001457,train,1
acne_vulgaris,acne_vulgaris__phash_000353,val,1
acne_vulgaris,acne_vulgaris__phash_000276,test,1
acne_vulgaris,acne_vulgaris__phash_001488,train,1
acne_vulgaris,acne_vulgaris__phash_001681,train,1
acne_vulgaris,acne_vulgaris__phash_000877,train,1
acne_vulgaris,acne_vulgaris__phash_001198,train,1
acne_vulgaris,acne_vulgaris__phash_001072,train,1
acne_vulgaris,acne_vulgaris__phash_001869,val,1
acne_vulgaris,acne_vulgaris__phash_001173,test,1
acne_vulgaris,acne_vulgaris__phash_001256,train,1
acne_vulgaris,acne_vulgaris__phash_000437,train,1
acne_vulgaris,acne_vulgaris__phash_001126,train,1
acne_vulgaris,acne_vulgaris__phash_000838,train,1
acne_vulgaris,acne_vulgaris__phash_000631,val,1
acne_vulgaris,acne_vulgaris__phash_001609,test,1
acne_vulgaris,acne_vulgaris__phash_001793,train,1
acne_vulgaris,acne_vulgaris__phash_000050,train,1
acne_vulgaris,acne_vulgaris__phash_000213,train,1
acne_vulgaris,acne_vulgaris__phash_000275,train,1
acne_vulgaris,acne_vulgaris__phash_000772,train,1
acne_vulgaris,acne_vulgaris__phash_002213,val,1
acne_vulgaris,acne_vulgaris__phash_002185,test,1
acne_vulgaris,acne_vulgaris__phash_002046,train,1
acne_vulgaris,acne_vulgaris__phash_002157,train,1
acne_vulgaris,acne_vulgaris__phash_001215,train,1
acne_vulgaris,acne_vulgaris__phash_000686,train,1
acne_vulgaris,acne_vulgaris__phash_002129,train,1
acne_vulgaris,acne_vulgaris__phash_000959,val,1
acne_vulgaris,acne_vulgaris__phash_000212,test,1
acne_vulgaris,acne_vulgaris__phash_001833,train,1
acne_vulgaris,acne_vulgaris__phash_000138,train,1
acne_vulgaris,acne_vulgaris__phash_001579,train,1
acne_vulgaris,acne_vulgaris__phash_000696,train,1
acne_vulgaris,acne_vulgaris__phash_002446,val,1
acne_vulgaris,acne_vulgaris__phash_000153,test,1
acne_vulgaris,acne_vulgaris__phash_000127,train,1
acne_vulgaris,acne_vulgaris__phash_000073,train,1
acne_vulgaris,acne_vulgaris__phash_001813,train,1
acne_vulgaris,acne_vulgaris__phash_001257,train,1
acne_vulgaris,acne_vulgaris__phash_000806,train,1
acne_vulgaris,acne_vulgaris__phash_001731,val,1
acne_vulgaris,acne_vulgaris__phash_001786,test,1
acne_vulgaris,acne_vulgaris__phash_001952,train,1
acne_vulgaris,acne_vulgaris__phash_001500,train,1
acne_vulgaris,acne_vulgaris__phash_001646,train,1
acne_vulgaris,acne_vulgaris__phash_000365,train,1
acne_vulgaris,acne_vulgaris__phash_001286,train,1
acne_vulgaris,acne_vulgaris__phash_001648,val,1
acne_vulgaris,acne_vulgaris__phash_001464,test,1
acne_vulgaris,acne_vulgaris__phash_000346,train,1
acne_vulgaris,acne_vulgaris__phash_001742,train,1
acne_vulgaris,acne_vulgaris__phash_001703,train,1
acne_vulgaris,acne_vulgaris__phash_000534,train,1
acne_vulgaris,acne_vulgaris__phash_000657,val,1
acne_vulgaris,acne_vulgaris__phash_000196,test,1
acne_vulgaris,acne_vulgaris__phash_001278,train,1
acne_vulgaris,acne_vulgaris__phash_001193,train,1
acne_vulgaris,acne_vulgaris__phash_002410,train,1
acne_vulgaris,acne_vulgaris__phash_000700,train,1
acne_vulgaris,acne_vulgaris__phash_000574,train,1
acne_vulgaris,acne_vulgaris__phash_002035,val,1
acne_vulgaris,acne_vulgaris__phash_000802,test,1
acne_vulgaris,acne_vulgaris__phash_000602,train,1
acne_vulgaris,acne_vulgaris__phash_000632,train,1
acne_vulgaris,acne_vulgaris__phash_000998,train,1
acne_vulgaris,acne_vulgaris__phash_002383,train,1
acne_vulgaris,acne_vulgaris__phash_001825,train,1
acne_vulgaris,acne_vulgaris__phash_000456,val,1
acne_vulgaris,acne_vulgaris__phash_000738,test,1
acne_vulgaris,acne_vulgaris__phash_002068,train,1
acne_vulgaris,acne_vulgaris__phash_000446,train,1
acne_vulgaris,acne_vulgaris__phash_001949,train,1
acne_vulgaris,acne_vulgaris__phash_000913,train,1
acne_vulgaris,acne_vulgaris__phash_000120,val,1
acne_vulgaris,acne_vulgaris__phash_001662,test,1
acne_vulgaris,acne_vulgaris__phash_000403,train,1
acne_vulgaris,acne_vulgaris__phash_002006,train,1
acne_vulgaris,acne_vulgaris__phash_002031,train,1
acne_vulgaris,acne_vulgaris__phash_001847,train,1
acne_vulgaris,acne_vulgaris__phash_002076,train,1
acne_vulgaris,acne_vulgaris__phash_000195,val,1
acne_vulgaris,acne_vulgaris__phash_000308,test,1
acne_vulgaris,acne_vulgaris__phash_002283,train,1
acne_vulgaris,acne_vulgaris__phash_001845,train,1
acne_vulgaris,acne_vulgaris__phash_000364,train,1
acne_vulgaris,acne_vulgaris__phash_001330,train,1
acne_vulgaris,acne_vulgaris__phash_000184,train,1
acne_vulgaris,acne_vulgaris__phash_000928,val,1
acne_vulgaris,acne_vulgaris__phash_000401,test,1
acne_vulgaris,acne_vulgaris__phash_000037,train,1
acne_vulgaris,acne_vulgaris__phash_001364,train,1
acne_vulgaris,acne_vulgaris__phash_002331,train,1
acne_vulgaris,acne_vulgaris__phash_001800,train,1
acne_vulgaris,acne_vulgaris__phash_000119,val,1
acne_vulgaris,acne_vulgaris__phash_000549,test,1
acne_vulgaris,acne_vulgaris__phash_001336,train,1
acne_vulgaris,acne_vulgaris__phash_000113,train,1
acne_vulgaris,acne_vulgaris__phash_001305,train,1
acne_vulgaris,acne_vulgaris__phash_000841,train,1
acne_vulgaris,acne_vulgaris__phash_002384,train,1
acne_vulgaris,acne_vulgaris__phash_000464,val,1
acne_vulgaris,acne_vulgaris__phash_001935,test,1
acne_vulgaris,acne_vulgaris__phash_001130,train,1
acne_vulgaris,acne_vulgaris__phash_002140,train,1
acne_vulgaris,acne_vulgaris__phash_001410,train,1
acne_vulgaris,acne_vulgaris__phash_001501,train,1
acne_vulgaris,acne_vulgaris__phash_000207,train,1
acne_vulgaris,acne_vulgaris__phash_002388,val,1
acne_vulgaris,acne_vulgaris__phash_001499,test,1
acne_vulgaris,acne_vulgaris__phash_002335,train,1
acne_vulgaris,acne_vulgaris__phash_002387,train,1
acne_vulgaris,acne_vulgaris__phash_000423,train,1
acne_vulgaris,acne_vulgaris__phash_000075,train,1
acne_vulgaris,acne_vulgaris__phash_002017,val,1
acne_vulgaris,acne_vulgaris__phash_000532,test,1
acne_vulgaris,acne_vulgaris__phash_000846,train,1
acne_vulgaris,acne_vulgaris__phash_000770,train,1
acne_vulgaris,acne_vulgaris__phash_001421,train,1
acne_vulgaris,acne_vulgaris__phash_000335,train,1
acne_vulgaris,acne_vulgaris__phash_000307,train,1
acne_vulgaris,acne_vulgaris__phash_000214,val,1
acne_vulgaris,acne_vulgaris__phash_002044,test,1
acne_vulgaris,acne_vulgaris__phash_000136,train,1
acne_vulgaris,acne_vulgaris__phash_000024,train,1
acne_vulgaris,acne_vulgaris__phash_001744,train,1
acne_vulgaris,acne_vulgaris__phash_002122,train,1
acne_vulgaris,acne_vulgaris__phash_000831,train,1
acne_vulgaris,acne_vulgaris__phash_002370,val,1
acne_vulgaris,acne_vulgaris__phash_000538,test,1
acne_vulgaris,acne_vulgaris__phash_000505,train,1
acne_vulgaris,acne_vulgaris__phash_002389,train,1
acne_vulgaris,acne_vulgaris__phash_001351,train,1
acne_vulgaris,acne_vulgaris__phash_002332,train,1
acne_vulgaris,acne_vulgaris__phash_000584,val,1
acne_vulgaris,acne_vulgaris__phash_000535,test,1
acne_vulgaris,acne_vulgaris__phash_001177,train,1
acne_vulgaris,acne_vulgaris__phash_001232,train,1
acne_vulgaris,acne_vulgaris__phash_002405,train,1
acne_vulgaris,acne_vulgaris__phash_001502,train,1
acne_vulgaris,acne_vulgaris__phash_000916,train,1
acne_vulgaris,acne_vulgaris__phash_002034,val,1
acne_vulgaris,acne_vulgaris__phash_000334,test,1
acne_vulgaris,acne_vulgaris__phash_000116,train,1
acne_vulgaris,acne_vulgaris__phash_001164,train,1
acne_vulgaris,acne_vulgaris__phash_001418,train,1
acne_vulgaris,acne_vulgaris__phash_001692,train,1
acne_vulgaris,acne_vulgaris__phash_001709,train,1
acne_vulgaris,acne_vulgaris__phash_001683,val,1
acne_vulgaris,acne_vulgaris__phash_001420,test,1
acne_vulgaris,acne_vulgaris__phash_002227,train,1
acne_vulgaris,acne_vulgaris__phash_001050,train,1
acne_vulgaris,acne_vulgaris__phash_001089,train,1
acne_vulgaris,acne_vulgaris__phash_002049,train,1
acne_vulgaris,acne_vulgaris__phash_000375,val,1
acne_vulgaris,acne_vulgaris__phash_000487,test,1
acne_vulgaris,acne_vulgaris__phash_000747,train,1
acne_vulgaris,acne_vulgaris__phash_000066,train,1
acne_vulgaris,acne_vulgaris__phash_000706,train,1
acne_vulgaris,acne_vulgaris__phash_000265,train,1
acne_vulgaris,acne_vulgaris__phash_001133,train,1
acne_vulgaris,acne_vulgaris__phash_002425,val,1
acne_vulgaris,acne_vulgaris__phash_000300,test,1
acne_vulgaris,acne_vulgaris__phash_002067,train,1
acne_vulgaris,acne_vulgaris__phash_001575,train,1
acne_vulgaris,acne_vulgaris__phash_002047,train,1
acne_vulgaris,acne_vulgaris__phash_000972,train,1
acne_vulgaris,acne_vulgaris__phash_000857,train,1
acne_vulgaris,acne_vulgaris__phash_001543,val,1
acne_vulgaris,acne_vulgaris__phash_002119,test,1
acne_vulgaris,acne_vulgaris__phash_001946,train,1
acne_vulgaris,acne_vulgaris__phash_002166,train,1
acne_vulgaris,acne_vulgaris__phash_002132,train,1
acne_vulgaris,acne_vulgaris__phash_001205,train,1
acne_vulgaris,acne_vulgaris__phash_002093,val,1
acne_vulgaris,acne_vulgaris__phash_001477,test,1
acne_vulgaris,acne_vulgaris__phash_000283,train,1
acne_vulgaris,acne_vulgaris__phash_001756,train,1
acne_vulgaris,acne_vulgaris__phash_001014,train,1
acne_vulgaris,acne_vulgaris__phash_000483,train,1
acne_vulgaris,acne_vulgaris__phash_001855,train,1
acne_vulgaris,acne_vulgaris__phash_002287,val,1
acne_vulgaris,acne_vulgaris__phash_001676,test,1
acne_vulgaris,acne_vulgaris__phash_000253,train,1
acne_vulgaris,acne_vulgaris__phash_000122,train,1
acne_vulgaris,acne_vulgaris__phash_000917,train,1
acne_vulgaris,acne_vulgaris__phash_000985,train,1
acne_vulgaris,acne_vulgaris__phash_001397,train,1
acne_vulgaris,acne_vulgaris__phash_001659,val,1
acne_vulgaris,acne_vulgaris__phash_002009,test,1
acne_vulgaris,acne_vulgaris__phash_001183,train,1
acne_vulgaris,acne_vulgaris__phash_001624,train,1
acne_vulgaris,acne_vulgaris__phash_000519,train,1
acne_vulgaris,acne_vulgaris__phash_001836,train,1
acne_vulgaris,acne_vulgaris__phash_001667,val,1
acne_vulgaris,acne_vulgaris__phash_000149,test,1
acne_vulgaris,acne_vulgaris__phash_001887,train,1
acne_vulgaris,acne_vulgaris__phash_002033,train,1
acne_vulgaris,acne_vulgaris__phash_000034,train,1
acne_vulgaris,acne_vulgaris__phash_001672,train,1
acne_vulgaris,acne_vulgaris__phash_002103,train,1
acne_vulgaris,acne_vulgaris__phash_000524,val,1
acne_vulgaris,acne_vulgaris__phash_001239,test,1
acne_vulgaris,acne_vulgaris__phash_001057,train,1
acne_vulgaris,acne_vulgaris__phash_002369,train,1
acne_vulgaris,acne_vulgaris__phash_000038,train,1
acne_vulgaris,acne_vulgaris__phash_000485,train,1
acne_vulgaris,acne_vulgaris__phash_000063,train,1
acne_vulgaris,acne_vulgaris__phash_001476,val,1
acne_vulgaris,acne_vulgaris__phash_000252,test,1
acne_vulgaris,acne_vulgaris__phash_001339,train,1
acne_vulgaris,acne_vulgaris__phash_001673,train,1
acne_vulgaris,acne_vulgaris__phash_001523,train,1
acne_vulgaris,acne_vulgaris__phash_001211,train,1
acne_vulgaris,acne_vulgaris__phash_002029,val,1
acne_vulgaris,acne_vulgaris__phash_002199,test,1
acne_vulgaris,acne_vulgaris__phash_002218,train,1
acne_vulgaris,acne_vulgaris__phash_000288,train,1
acne_vulgaris,acne_vulgaris__phash_000971,train,1
acne_vulgaris,acne_vulgaris__phash_002317,train,1
acne_vulgaris,acne_vulgaris__phash_002346,train,1
acne_vulgaris,acne_vulgaris__phash_000458,val,1
acne_vulgaris,acne_vulgaris__phash_002322,test,1
acne_vulgaris,acne_vulgaris__phash_001480,train,1
acne_vulgaris,acne_vulgaris__phash_000725,train,1
acne_vulgaris,acne_vulgaris__phash_001619,train,1
acne_vulgaris,acne_vulgaris__phash_000812,train,1
acne_vulgaris,acne_vulgaris__phash_000161,train,1
acne_vulgaris,acne_vulgaris__phash_001274,val,1
acne_vulgaris,acne_vulgaris__phash_001576,test,1
acne_vulgaris,acne_vulgaris__phash_002367,train,1
acne_vulgaris,acne_vulgaris__phash_000071,train,1
acne_vulgaris,acne_vulgaris__phash_001035,train,1
acne_vulgaris,acne_vulgaris__phash_000565,train,1
acne_vulgaris,acne_vulgaris__phash_000702,val,1
acne_vulgaris,acne_vulgaris__phash_001349,test,1
acne_vulgaris,acne_vulgaris__phash_000190,train,1
acne_vulgaris,acne_vulgaris__phash_000231,train,1
acne_vulgaris,acne_vulgaris__phash_001303,train,1
acne_vulgaris,acne_vulgaris__phash_000733,train,1
acne_vulgaris,acne_vulgaris__phash_000310,train,1
acne_vulgaris,acne_vulgaris__phash_002293,val,1
acne_vulgaris,acne_vulgaris__phash_001309,test,1
acne_vulgaris,acne_vulgaris__phash_002402,train,1
acne_vulgaris,acne_vulgaris__phash_000730,train,1
acne_vulgaris,acne_vulgaris__phash_001095,train,1
acne_vulgaris,acne_vulgaris__phash_001601,train,1
acne_vulgaris,acne_vulgaris__phash_000121,train,1
acne_vulgaris,acne_vulgaris__phash_000035,val,1
acne_vulgaris,acne_vulgaris__phash_001151,test,1
acne_vulgaris,acne_vulgaris__phash_000018,train,1
acne_vulgaris,acne_vulgaris__phash_000225,train,1
acne_vulgaris,acne_vulgaris__phash_000729,train,1
acne_vulgaris,acne_vulgaris__phash_001292,train,1
acne_vulgaris,acne_vulgaris__phash_000994,val,1
acne_vulgaris,acne_vulgaris__phash_000016,test,1
acne_vulgaris,acne_vulgaris__phash_001725,train,1
acne_vulgaris,acne_vulgaris__phash_000794,train,1
acne_vulgaris,acne_vulgaris__phash_001917,train,1
acne_vulgaris,acne_vulgaris__phash_000556,train,1
acne_vulgaris,acne_vulgaris__phash_001883,train,1
acne_vulgaris,acne_vulgaris__phash_002220,val,1
acne_vulgaris,acne_vulgaris__phash_000956,test,1
acne_vulgaris,acne_vulgaris__phash_001985,train,1
acne_vulgaris,acne_vulgaris__phash_001720,train,1
acne_vulgaris,acne_vulgaris__phash_001096,train,1
acne_vulgaris,acne_vulgaris__phash_000328,train,1
acne_vulgaris,acne_vulgaris__phash_001150,train,1
acne_vulgaris,acne_vulgaris__phash_000223,val,1
acne_vulgaris,acne_vulgaris__phash_000315,test,1
acne_vulgaris,acne_vulgaris__phash_001835,train,1
acne_vulgaris,acne_vulgaris__phash_000432,train,1
acne_vulgaris,acne_vulgaris__phash_001436,train,1
acne_vulgaris,acne_vulgaris__phash_001340,train,1
acne_vulgaris,acne_vulgaris__phash_000843,val,1
acne_vulgaris,acne_vulgaris__phash_001060,test,1
acne_vulgaris,acne_vulgaris__phash_001550,train,1
acne_vulgaris,acne_vulgaris__phash_000593,train,1
acne_vulgaris,acne_vulgaris__phash_001711,train,1
acne_vulgaris,acne_vulgaris__phash_001770,train,1
acne_vulgaris,acne_vulgaris__phash_000817,train,1
acne_vulgaris,acne_vulgaris__phash_000229,val,1
acne_vulgaris,acne_vulgaris__phash_000771,test,1
acne_vulgaris,acne_vulgaris__phash_001268,train,1
acne_vulgaris,acne_vulgaris__phash_001797,train,1
acne_vulgaris,acne_vulgaris__phash_001762,train,1
acne_vulgaris,acne_vulgaris__phash_000854,train,1
acne_vulgaris,acne_vulgaris__phash_001881,train,1
acne_vulgaris,acne_vulgaris__phash_000967,val,1
acne_vulgaris,acne_vulgaris__phash_001736,test,1
acne_vulgaris,acne_vulgaris__phash_000867,train,1
acne_vulgaris,acne_vulgaris__phash_000731,train,1
acne_vulgaris,acne_vulgaris__phash_002099,train,1
acne_vulgaris,acne_vulgaris__phash_001321,train,1
acne_vulgaris,acne_vulgaris__phash_001589,val,1
acne_vulgaris,acne_vulgaris__phash_001597,test,1
acne_vulgaris,acne_vulgaris__phash_000965,train,1
acne_vulgaris,acne_vulgaris__phash_001615,train,1
acne_vulgaris,acne_vulgaris__phash_000723,train,1
acne_vulgaris,acne_vulgaris__phash_000800,train,1
acne_vulgaris,acne_vulgaris__phash_000137,train,1
acne_vulgaris,acne_vulgaris__phash_002445,val,1
acne_vulgaris,acne_vulgaris__phash_001588,test,1
acne_vulgaris,acne_vulgaris__phash_001728,train,1
acne_vulgaris,acne_vulgaris__phash_000355,train,1
acne_vulgaris,acne_vulgaris__phash_001446,train,1
acne_vulgaris,acne_vulgaris__phash_001860,train,1
acne_vulgaris,acne_vulgaris__phash_001210,train,1
acne_vulgaris,acne_vulgaris__phash_000198,val,1
acne_vulgaris,acne_vulgaris__phash_002007,test,1
acne_vulgaris,acne_vulgaris__phash_001549,train,1
acne_vulgaris,acne_vulgaris__phash_000801,train,1
acne_vulgaris,acne_vulgaris__phash_001967,train,1
acne_vulgaris,acne_vulgaris__phash_000189,train,1
acne_vulgaris,acne_vulgaris__phash_002158,val,1
acne_vulgaris,acne_vulgaris__phash_001404,test,1
acne_vulgaris,acne_vulgaris__phash_000140,train,1
acne_vulgaris,acne_vulgaris__phash_002143,train,1
acne_vulgaris,acne_vulgaris__phash_001942,train,1
acne_vulgaris,acne_vulgaris__phash_001945,train,1
acne_vulgaris,acne_vulgaris__phash_000025,train,1
acne_vulgaris,acne_vulgaris__phash_000522,val,1
acne_vulgaris,acne_vulgaris__phash_000442,test,1
acne_vulgaris,acne_vulgaris__phash_000183,train,1
acne_vulgaris,acne_vulgaris__phash_002274,train,1
acne_vulgaris,acne_vulgaris__phash_002275,train,1
acne_vulgaris,acne_vulgaris__phash_000332,train,1
acne_vulgaris,acne_vulgaris__phash_001956,train,1
acne_vulgaris,acne_vulgaris__phash_000480,val,1
acne_vulgaris,acne_vulgaris__phash_001137,test,1
acne_vulgaris,acne_vulgaris__phash_001516,train,1
acne_vulgaris,acne_vulgaris__phash_000887,train,1
acne_vulgaris,acne_vulgaris__phash_000418,train,1
acne_vulgaris,acne_vulgaris__phash_001288,train,1
acne_vulgaris,acne_vulgaris__phash_000264,val,1
acne_vulgaris,acne_vulgaris__phash_001387,test,1
acne_vulgaris,acne_vulgaris__phash_001929,train,1
acne_vulgaris,acne_vulgaris__phash_001819,train,1
acne_vulgaris,acne_vulgaris__phash_000886,train,1
acne_vulgaris,acne_vulgaris__phash_001778,train,1
acne_vulgaris,acne_vulgaris__phash_000830,train,1
acne_vulgaris,acne_vulgaris__phash_001986,val,1
acne_vulgaris,acne_vulgaris__phash_000642,test,1
acne_vulgaris,acne_vulgaris__phash_001392,train,1
acne_vulgaris,acne_vulgaris__phash_002323,train,1
acne_vulgaris,acne_vulgaris__phash_002202,train,1
acne_vulgaris,acne_vulgaris__phash_001563,train,1
acne_vulgaris,acne_vulgaris__phash_000367,train,1
acne_vulgaris,acne_vulgaris__phash_001871,val,1
acne_vulgaris,acne_vulgaris__phash_000715,test,1
