class_name,left_image_path,right_image_path,left_dhash,right_dhash,left_phash,right_phash,dhash_hamming_distance,phash_hamming_distance,phash_group_id
acne_vulgaris,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__4e45fe997b9bb015.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/devraj__pacific_train__96036df27ce63cdd.jpeg,928292b0f0f0f006,928292b0f0f0f006,d1a96590e518f53b,d1a96590e518f53b,0,0,acne_vulgaris__phash_001081
acne_vulgaris,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__3373c725c646aa95.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/devraj__pacific_train__2dd2e79effb53de6.jpeg,3230707830b88ce4,3230707830bc8ce4,d5896ab06d954dd4,d5896ab06d954dd4,1,0,acne_vulgaris__phash_001145
acne_vulgaris,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__3fc55e80c241ae16.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__af58ba30bd60f96b.jpg,fce3f1e9fcfcf078,fce3f1e9fcfcf078,842805b1979b9f5f,842805b1979b9f5f,0,0,acne_vulgaris__phash_001229
acne_vulgaris,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__741f038d716fcab3.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__b1c3c75dc6d19540.jpg,366e6975b6b63f2f,366e697536363f2f,bec77c84cc925b11,bec77c84cc925b11,2,0,acne_vulgaris__phash_001560
acne_vulgaris,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__de3d02df41852f96.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/devraj__pacific_train__2d7290f047eb6cd0.jpeg,f1f3f3e3f8f8f8f8,f1f3f3e3f8f8f8f8,80cb5e52565f5a55,80cb5e52565f5a55,0,0,acne_vulgaris__phash_002195
acne_vulgaris,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__95b00b85b25c9e00.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/acne_vulgaris/dermassist__skin_diseases_kaggle__bbe452a1395de599.jpg,73b128f070b88e82,73b128f070b88e82,d59b68914eb548a7,d59b68914eb548a7,0,0,acne_vulgaris__phash_001763
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__068ccff5d02f3d88.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__67aeba27c9b412db.jpg,f8f8f0f0f0f1f1f1,f8f8f0f0f1f1f1f1,8e34354d72cf3a8c,8e34354972cb7acc,1,4,atopic_dermatitis__phash_000019
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__d409bed0cbe1211b.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__f8a8f08663e82898.jpg,f8f8dc3e3f8dcdf7,f8f8dc3e3f8dcdf7,b2d5c9729c619336,b2d5c9729c619336,0,0,atopic_dermatitis__phash_001062
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__6d8b1c75c6ef56ca.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__f48d6686e2e9431b.jpg,f0f0f0f0d8583080,f0f0f0f0d8583080,d4096a1f227d277a,d4016a3f227f237a,0,4,atopic_dermatitis__phash_000249
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__0b4cf69ed4265bab.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__2cf37127a0235dcf.jpg,0000000080000000,0000000000000000,d56b656b79290e24,d56b6563712b4d24,1,6,atopic_dermatitis__phash_000030
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__5c6038556f8f7bfc.jpeg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__a914d461d8356fea.jpeg,000080c0c0c0e0e0,00008080c0c0e0e0,c0fc1f007edf6e20,c0fc1f007cdf6730,1,4,atopic_dermatitis__phash_001432
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__87a9210c1270589b.jpeg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__f6e446e3ea7676b3.jpeg,c0e0e0c0e0e0e0e0,c0e0e0c0c0e0e0e0,c2f0ff9730e0cc29,c2f0ff9530b0ce38,1,6,atopic_dermatitis__phash_001580
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__59bf62c272d76b14.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__69a5a81aa0fa30b0.jpg,c0c4c46070e0c0c1,c0c4c46070e0c0c1,d4e4624b9b918df2,d4e4624b9bb18d72,0,2,atopic_dermatitis__phash_000207
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__5543f84f739b9223.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__8ac57a8919d16a21.jpg,81830c0c8c68c080,81830c0e8c68c080,d228495a25df36da,d228495a25df36da,1,0,atopic_dermatitis__phash_000197
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__64299a5e4865ab81.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__dermnet__9b7e5a8b8ba4316c.jpg,e0a4e0c8c8c8e1e2,e0a4e0c8c8c8e1e2,c2142d12ffcba743,c2542d12ffcb8743,0,2,atopic_dermatitis__phash_000227
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__27136047138c72a6.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__331d30ab45f29cf1.jpg,6ce4e4646c6c6464,6ce4e4646c6c6464,968366167efee880,968366167efee880,0,0,atopic_dermatitis__phash_000688
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__2ad68bdb4fb22491.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__a075cc33f44cf80b.jpg,c7e474347272c201,c7e474347272c201,8c9262e933fc2d53,8c9262e933fc2d53,0,0,atopic_dermatitis__phash_000695
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__37bc89da19b4d265.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__af7ad839ed692cfa.jpg,29ecdcccb4bc7cf0,296cdcccf4bc7cf0,946a6f3c60b37925,946a6f3c60b37925,2,0,atopic_dermatitis__phash_000716
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__43e23f3f61b41e62.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/dermassist__skin_diseases_image__5a66a53a0bda6a2b.jpg,87bfb0b0f9f87e00,87bfb0b0f9f87c00,a8ad2d0be96d8cc9,a8ac2d2be96d8cc9,1,2,atopic_dermatitis__phash_000741
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__3078bcd70311b128.jpeg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__335a53e6ec4a1ec8.jpeg,e6e5272cc0406fc8,e6e5272cc0406fc8,cec40cd9913b6a76,cec40cd9913b6a76,0,0,atopic_dermatitis__phash_001310
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__70dba38acfed676a.jpeg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__957741d9ad4a40c8.jpeg,32f0f0f4f8f8f27a,32f0f0f4f8faf278,d5486f3d3d34b890,954a2f3d3c34fa90,2,6,atopic_dermatitis__phash_001496
atopic_dermatitis,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__6ffba360ea729d86.jpeg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/atopic_dermatitis/devraj__selected_900plus_final__f601732601f9a0d6.jpeg,d8ccc8f8f090d0e8,d8ccc8f8f090d0e8,91276ff88ad8c92c,91236ff88ed8c92c,0,2,atopic_dermatitis__phash_001493
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6cf33ec9c31652a9.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__b837da7a0aad1db8.jpg,30f1dcdcdcccf030,30f1dcdcdcccf030,d03e6fe0352330cf,d03e6fe0352330cf,0,0,basal_cell_carcinoma__phash_001181
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__acff4088805fa0f5.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__769dc59c91a47a19.jpg,30f1d8d4d4d87192,32f1d8d4d4d87192,c0d02f1f347cf235,c0d22f1f347cf225,1,2,basal_cell_carcinoma__phash_001902
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__e7be00add1397e33.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__0e5202415473026b.jpg,30f1cc9c9cdcf030,30f1cc9c9cdcf030,d03e2ff034c330cf,d03f2ff034c3308f,0,2,basal_cell_carcinoma__phash_002560
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__e7be00add1397e33.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__886ff71f30ec95bb.jpg,30f1cc9c9cdcf030,32f1cc8c9cdcf030,d03e2ff034c330cf,d03e2ff034e2708f,2,4,basal_cell_carcinoma__phash_002560
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__0e5202415473026b.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__886ff71f30ec95bb.jpg,30f1cc9c9cdcf030,32f1cc8c9cdcf030,d03f2ff034c3308f,d03e2ff034e2708f,2,4,basal_cell_carcinoma__phash_002560
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__076ac62f2d61d9cb.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__afb34c40c823acbd.jpg,0071f8dccc703000,0071f8dccc703000,9793684d65359e92,9793684d65359e92,0,0,basal_cell_carcinoma__phash_000086
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__18f96b1307eafe54.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__8fc02292ae8f119f.jpg,0071f8ecec783000,0071f8ecec783100,923269cf67349a33,923269cf67349a33,1,0,basal_cell_carcinoma__phash_000284
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6532b62c54f40356.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__4b419a79935dbfb9.jpg,007168cccc683040,007168cccc683040,969b696425719ea6,969b696425719ea6,0,0,basal_cell_carcinoma__phash_001097
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__776bf3eeb2f3bf38.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__f7bdaf3dba479305.jpg,0071f0cccc603040,0071f0cccc603040,c799384e63319ec6,c799384e63319ec6,0,0,basal_cell_carcinoma__phash_001307
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__aab72a9190d5dfd9.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__e069631e099a3247.jpg,0071f8ccccf03000,0071f8ccccf03000,92926d6d3231cbc7,92926d6d3231cbc7,0,0,basal_cell_carcinoma__phash_001883
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__bcc5b596cd88eeaa.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__9dafdba1c9915052.jpg,0071f8cccce03044,0071f8cccce03044,c699396672389b33,c699396672389b63,0,2,basal_cell_carcinoma__phash_002084
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__c8952c8eb174c073.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__d33a59455c7f83d7.jpg,0071e0dcdce87100,0071e0dcdce87100,936c6cb3318ec669,936c6cb3318ec669,0,0,basal_cell_carcinoma__phash_002204
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__0030e88ea69120f5.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__53ecb101a010f33c.jpg,a292da8595595056,a292da8595595056,d1618d9e0cd63753,d1618d9e0cd63753,0,0,basal_cell_carcinoma__phash_000003
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__0053999d70595504.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__c927e187f675e1bb.jpg,c0cecd070707cf98,c0cecd070707cf98,c187914f454f531f,c187914f454f531f,0,0,basal_cell_carcinoma__phash_000004
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__0064f591ccf7076b.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__258db3aa41d4c51d.jpg,f0d4a6269e8ee6c8,f0d4a6269e8ee6e8,c41b515b526e4e3b,c51b505b526e4e3b,1,2,basal_cell_carcinoma__phash_000005
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__057ec1bc8d946031.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__d5a5078b09a9239a.jpg,f0d4a6cece8eccf0,f0d4a6cece8eccf0,d5785a322b683f25,d5785a322b683f25,0,0,basal_cell_carcinoma__phash_000063
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__09b218d2be913c9c.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__443d15dfe500b38d.jpg,f0d4f2d6e8b8f4f0,f0d4f2d6e8b8f4f0,d57d52fa0a286b0d,d57d52fa0a286b0d,0,0,basal_cell_carcinoma__phash_000118
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__0cc154d25b3f53fe.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__4e6507627e5512b6.jpg,f0d4b275371a9cec,f0d4b275371a9cec,948d41794e1f5aec,948d41794e1f5aec,0,0,basal_cell_carcinoma__phash_000147
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__1c3db8ce71123f3f.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__0b0040acbfe7cd08.jpg,f0d4f2cacae2e4f0,f0d4f2cacae2e4f0,d57a4a6a2b642db1,d57a4a6a2b642db1,0,0,basal_cell_carcinoma__phash_000315
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__1fe9a45bd1b371c0.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__61d1a297d6fb7d67.jpg,f0d4c6878f9af0f0,f0d4c6878f9af0f0,c5cd51924ec87bc6,c5cd51924ec87bc6,0,0,basal_cell_carcinoma__phash_000347
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__3513df1fcb7661d6.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__49853371926058b1.jpg,f0d49e8e8e9eccf8,f0d49e8e8e9eccf8,90cc5f3b7a39688c,90cc5f3b7a39688c,0,0,basal_cell_carcinoma__phash_000550
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__35566c1e2de82513.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__396e14288662f103.jpg,f0d4161e3e1e9cf0,f0d4161e3e1e9cf0,d50e42b60b786f3c,d50e42b60b786f3c,0,0,basal_cell_carcinoma__phash_000559
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__46fafcc850a982fe.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__8e48320922a6df4b.jpg,f0d4c4c68686d4f0,f0d4c4c68686d4f0,849711a85e1e1ff3,849711a85e1e1ff3,0,0,basal_cell_carcinoma__phash_000768
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__4bea227825b0e275.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__0b83d9e59cace874.jpg,f0d4d88e8eaeecf0,f0d4d88e8eaeecf0,904a57bc7be16a31,904a57bc7be86a31,0,2,basal_cell_carcinoma__phash_000823
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__5ac9a570a11cb193.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__f989f0411e67bc98.jpg,f0d4ccc6ceeefcf0,f0d4ccc6ceeefcf0,950852b74a7d4af6,950852b74a7d4af6,0,0,basal_cell_carcinoma__phash_000987
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__7b6e543c9b60daf2.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__e9c5c17beccf4748.jpg,f0d48e2f1f078edc,f0d48e2f1f078edc,945b514b166e4a7b,945b514b166e4a7b,0,0,basal_cell_carcinoma__phash_001345
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__7cedbc1f838ffbe7.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__6360e24b97f9ce17.jpg,f0d418278c0c86c8,f0d418278c0c86c8,d493555642af4a5b,d593515642af4a5b,0,2,basal_cell_carcinoma__phash_001365
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__a009463c466fc6f6.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__850e14a3b4fcf0a6.jpg,f0d4da8e8ececcf0,f0d4da8e8ececcf0,855956265a3d6e69,855956265a3d6e69,0,0,basal_cell_carcinoma__phash_001766
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__cdfb8bc3183bbcd2.jpg,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__skin_diseases_image__b00d986b0c345551.jpg,f0d4964e169684e0,f0d4964e169684e0,d51f42380bed2f38,d51f42380bed2f38,0,0,basal_cell_carcinoma__phash_002267
